identifiant;status;type;filiere;nom;numero_de_version;date_de_publication;date_de_debut;date_de_fin;cause;information_complementaire;puissance_maximale_mw;puissance_disponible_mw
05470_EDF_H_00077504;Annulée;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:22:48+01:00;2023-07-21T07:00:00+02:00;2023-07-21T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077501;Annulée;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:22:42+01:00;2023-07-18T07:00:00+02:00;2023-07-18T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077500;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:22:36+01:00;2023-07-21T07:00:00+02:00;2023-07-21T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077499;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:22:30+01:00;2023-07-20T07:00:00+02:00;2023-07-20T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077498;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:22:22+01:00;2023-07-19T07:00:00+02:00;2023-07-19T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077497;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:22:16+01:00;2023-07-18T07:00:00+02:00;2023-07-18T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077496;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:22:05+01:00;2023-07-17T07:00:00+02:00;2023-07-17T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077495;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:21:59+01:00;2023-07-14T07:00:00+02:00;2023-07-14T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077493;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:21:52+01:00;2023-07-12T07:00:00+02:00;2023-07-12T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077492;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:21:45+01:00;2023-07-11T07:00:00+02:00;2023-07-11T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077491;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:21:20+01:00;2023-07-10T07:00:00+02:00;2023-07-10T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077490;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:21:05+01:00;2023-07-07T07:00:00+02:00;2023-07-07T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077488;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:20:59+01:00;2023-07-05T07:00:00+02:00;2023-07-05T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077487;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;2;2022-03-17T10:20:42+01:00;2023-07-04T07:00:00+02:00;2023-07-04T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077504;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:19:21+01:00;2023-07-21T07:00:00+02:00;2023-07-21T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077503;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:19:15+01:00;2023-07-20T07:00:00+02:00;2023-07-20T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077502;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:19:08+01:00;2023-07-19T07:00:00+02:00;2023-07-19T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077501;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:19:02+01:00;2023-07-18T07:00:00+02:00;2023-07-18T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077500;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:55+01:00;2023-07-17T07:00:00+02:00;2023-07-17T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077499;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:49+01:00;2023-07-16T07:00:00+02:00;2023-07-16T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077498;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:43+01:00;2023-07-15T07:00:00+02:00;2023-07-15T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077497;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:37+01:00;2023-07-14T07:00:00+02:00;2023-07-14T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077496;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:31+01:00;2023-07-13T07:00:00+02:00;2023-07-13T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077495;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:26+01:00;2023-07-12T07:00:00+02:00;2023-07-12T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077494;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:20+01:00;2023-07-11T07:00:00+02:00;2023-07-11T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077493;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:18:08+01:00;2023-07-10T07:00:00+02:00;2023-07-10T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077492;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:17:55+01:00;2023-07-09T07:00:00+02:00;2023-07-09T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077491;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:17:45+01:00;2023-07-08T07:00:00+02:00;2023-07-08T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077490;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:17:38+01:00;2023-07-07T07:00:00+02:00;2023-07-07T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077489;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:17:22+01:00;2023-07-06T07:00:00+02:00;2023-07-06T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077488;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:16:58+01:00;2023-07-05T07:00:00+02:00;2023-07-05T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077487;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:16:53+01:00;2023-07-04T07:00:00+02:00;2023-07-04T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077486;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:16:47+01:00;2023-07-03T07:00:00+02:00;2023-07-03T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077485;Inactive;Planifiée;Station de transfert d'énergie par pompage hydraulique;SUPER BISSORTE 2;1;2022-03-17T10:15:18+01:00;2023-10-02T07:00:00+02:00;2023-10-27T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;152.0;0.0
05470_EDF_H_00077484;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;SUPER BISSORTE 3;1;2022-03-17T10:14:58+01:00;2023-07-17T07:00:00+02:00;2023-07-21T17:00:00+02:00;Maintenance prévisionnelle;;152.0;0.0
05470_EDF_H_00077483;Active;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:14:47+01:00;2023-04-07T07:00:00+02:00;2023-04-07T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077482;Active;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:14:41+01:00;2023-04-06T07:00:00+02:00;2023-04-06T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077481;Active;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:14:36+01:00;2023-04-05T07:00:00+02:00;2023-04-05T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077480;Active;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:14:30+01:00;2023-04-04T07:00:00+02:00;2023-04-04T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077479;Active;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:14:23+01:00;2023-04-03T07:00:00+02:00;2023-04-03T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077478;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:14:17+01:00;2023-04-07T07:00:00+02:00;2023-04-07T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077477;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:13:52+01:00;2023-04-06T07:00:00+02:00;2023-04-06T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077476;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:13:45+01:00;2023-04-05T07:00:00+02:00;2023-04-05T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077475;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:13:39+01:00;2023-04-04T07:00:00+02:00;2023-04-04T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077474;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;CURBANS;1;2022-03-17T10:13:31+01:00;2023-04-03T07:00:00+02:00;2023-04-03T17:00:00+02:00;Maintenance prévisionnelle;;139.0;0.0
05470_EDF_H_00077473;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;SUPER BISSORTE 2;1;2022-03-17T09:55:26+01:00;2023-05-08T07:00:00+02:00;2023-05-22T07:00:00+02:00;Maintenance prévisionnelle;;152.0;0.0
05470_EDF_H_00077472;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;SUPER BISSORTE 5;1;2022-03-17T09:55:11+01:00;2023-06-27T00:00:00+02:00;2023-06-27T22:00:00+02:00;Maintenance prévisionnelle;;162.0;0.0
05470_EDF_H_00077469;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;RANDENS;1;2022-03-17T08:31:19+01:00;2022-09-06T07:00:00+02:00;2022-09-06T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;124.0;0.0
05470_EDF_H_00068067;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;2;2022-03-17T08:31:12+01:00;2022-09-02T07:00:00+02:00;2022-09-23T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;166.0
05470_EDF_H_00077466;Active;Planifiée;Réservoir hydraulique;POUGET 4;1;2022-03-17T08:25:10+01:00;2023-10-23T08:00:00+02:00;2023-10-27T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;286.0;0.0
05470_EDF_T_00037545;Inactive;Planifiée;Nucléaire;CHINON 3;12;2022-03-16T17:43:19+01:00;2022-09-24T02:00:00+02:00;2022-11-09T02:00:00+01:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;905.0;0.0
05470_EDF_T_00071065;Inactive;Planifiée;Nucléaire;ST LAURENT 2;1;2022-03-15T03:03:35+01:00;2025-03-15T02:00:00+01:00;2025-04-24T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;915.0;0.0
05470_EDF_T_00071064;Inactive;Planifiée;Nucléaire;PALUEL 4;1;2022-03-15T03:03:30+01:00;2025-03-15T02:00:00+01:00;2025-06-26T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1330.0;0.0
05470_EDF_T_00071048;Inactive;Planifiée;Nucléaire;BUGEY 3;1;2022-03-15T03:03:12+01:00;2025-03-15T02:00:00+01:00;2025-04-27T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038433;Inactive;Planifiée;Nucléaire;NOGENT 1;10;2022-03-14T16:49:10+01:00;2022-05-20T23:30:00+02:00;2022-09-03T23:30:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1310.0;0.0
05470_EDF_H_00077440;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:54:11+01:00;2023-10-13T07:00:00+02:00;2023-10-13T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00077428;Active;Planifiée;Réservoir hydraulique;MALGOVERT;1;2022-03-14T08:54:05+01:00;2023-12-14T07:00:00+01:00;2023-12-14T12:00:00+01:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00077427;Active;Planifiée;Réservoir hydraulique;MALGOVERT;1;2022-03-14T08:54:00+01:00;2023-06-27T07:00:00+02:00;2023-06-27T12:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076740;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:55+01:00;2023-10-12T07:00:00+02:00;2023-10-12T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076680;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:48+01:00;2023-10-11T07:00:00+02:00;2023-10-11T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076679;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:43+01:00;2023-10-10T07:00:00+02:00;2023-10-10T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076678;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:38+01:00;2023-10-09T07:00:00+02:00;2023-10-09T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076677;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:32+01:00;2023-10-06T07:00:00+02:00;2023-10-06T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076676;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:27+01:00;2023-10-05T07:00:00+02:00;2023-10-05T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076675;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:22+01:00;2023-10-04T07:00:00+02:00;2023-10-04T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076674;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:15+01:00;2023-10-03T07:00:00+02:00;2023-10-03T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076673;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:08+01:00;2023-10-02T07:00:00+02:00;2023-10-02T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076672;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:53:02+01:00;2023-09-29T07:00:00+02:00;2023-09-29T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076671;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:52:56+01:00;2023-09-28T07:00:00+02:00;2023-09-28T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;0.0
05470_EDF_H_00076488;Annulée;Planifiée;Réservoir hydraulique;MALGOVERT;2;2022-03-14T08:52:51+01:00;2023-08-14T07:00:00+02:00;2023-08-25T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;166.0
05470_EDF_H_00076487;Inactive;Planifiée;Réservoir hydraulique;MALGOVERT;2;2022-03-14T08:52:45+01:00;2023-04-03T07:00:00+02:00;2023-04-17T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;297.0;166.0
05470_EDF_H_00068458;Annulée;Planifiée;Réservoir hydraulique;MALGOVERT;3;2022-03-14T08:52:39+01:00;2023-09-28T07:00:00+02:00;2023-09-28T16:00:00+02:00;Maintenance prévisionnelle;;297.0;0.0
05470_EDF_H_00077406;Active;Planifiée;Fil de l'eau et éclusé hydraulique;ST PIERRE COGNET;1;2022-03-11T17:40:21+01:00;2023-03-08T07:00:00+01:00;2023-03-09T17:00:00+01:00;Maintenance prévisionnelle;;101.0;0.0
05470_EDF_H_00077405;Active;Planifiée;Fil de l'eau et éclusé hydraulique;ST PIERRE COGNET;1;2022-03-11T17:40:13+01:00;2023-10-12T13:00:00+02:00;2023-10-12T16:00:00+02:00;Maintenance prévisionnelle;;101.0;0.0
05470_EDF_H_00077395;Inactive;Planifiée;Réservoir hydraulique;BATHIE 2;1;2022-03-10T15:16:31+01:00;2023-04-28T17:00:00+02:00;2023-05-05T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_H_00077394;Inactive;Planifiée;Réservoir hydraulique;BATHIE 2;1;2022-03-10T15:16:26+01:00;2023-04-03T07:00:00+02:00;2023-04-28T17:00:00+02:00;Maintenance prévisionnelle;;100.0;0.0
05470_EDF_H_00077393;Inactive;Planifiée;Réservoir hydraulique;BATHIE 4;1;2022-03-10T15:16:20+01:00;2023-05-29T07:00:00+02:00;2023-06-16T17:00:00+02:00;Maintenance prévisionnelle;;100.0;0.0
05470_EDF_H_00077392;Inactive;Planifiée;Réservoir hydraulique;BATHIE 4;1;2022-03-10T15:16:14+01:00;2023-06-16T17:00:00+02:00;2023-06-23T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_H_00077086;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:52:24+01:00;2023-04-11T07:00:00+02:00;2023-04-11T17:00:00+02:00;Maintenance prévisionnelle;;240.0;0.0
05470_EDF_H_00077085;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:52:17+01:00;2023-07-20T07:00:00+02:00;2023-07-20T12:00:00+02:00;Maintenance prévisionnelle;;240.0;0.0
05470_EDF_H_00077109;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:41:34+01:00;2023-07-17T07:00:00+02:00;2023-07-17T17:00:00+02:00;Maintenance prévisionnelle;;240.0;0.0
05470_EDF_H_00077108;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:41:28+01:00;2023-07-19T07:00:00+02:00;2023-07-19T17:00:00+02:00;Maintenance prévisionnelle;;240.0;0.0
05470_EDF_H_00077107;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:41:22+01:00;2023-07-18T07:00:00+02:00;2023-07-18T17:00:00+02:00;Maintenance prévisionnelle;;240.0;0.0
05470_EDF_H_00077105;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:41:16+01:00;2023-07-20T08:00:00+02:00;2023-07-20T12:00:00+02:00;Maintenance prévisionnelle;;240.0;0.0
05470_EDF_H_00077083;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:41:10+01:00;2023-04-12T08:00:00+02:00;2023-04-12T17:00:00+02:00;Maintenance prévisionnelle;;240.0;109.73
05470_EDF_H_00077082;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:41:05+01:00;2023-04-11T08:00:00+02:00;2023-04-11T17:00:00+02:00;Maintenance prévisionnelle;;240.0;109.73
05470_EDF_H_00077039;Inactive;Planifiée;Réservoir hydraulique;SISTERON 1;2;2022-03-10T14:40:59+01:00;2023-04-12T08:00:00+02:00;2023-04-12T12:00:00+02:00;Maintenance prévisionnelle;;124.0;0.0
05470_EDF_H_00077038;Inactive;Planifiée;Réservoir hydraulique;SISTERON 2;2;2022-03-10T14:40:52+01:00;2023-04-12T14:00:00+02:00;2023-04-12T17:00:00+02:00;Maintenance prévisionnelle;;126.0;0.0
05470_EDF_H_00077037;Inactive;Planifiée;Réservoir hydraulique;SISTERON 1;2;2022-03-10T14:40:47+01:00;2023-04-11T07:00:00+02:00;2023-04-11T12:00:00+02:00;Maintenance prévisionnelle;;124.0;0.0
05470_EDF_H_00077036;Inactive;Planifiée;Réservoir hydraulique;SISTERON 2;2;2022-03-10T14:40:41+01:00;2023-04-12T12:00:00+02:00;2023-04-12T17:00:00+02:00;Maintenance prévisionnelle;;126.0;0.0
05470_EDF_H_00077033;Active;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T14:40:34+01:00;2023-07-18T08:00:00+02:00;2023-07-18T17:00:00+02:00;Maintenance prévisionnelle;;240.0;0.0
05470_EDF_H_00077103;Annulée;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:41:21+01:00;2023-08-18T07:00:00+02:00;2023-08-18T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077102;Annulée;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:41:14+01:00;2023-08-17T07:00:00+02:00;2023-08-17T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077101;Annulée;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:41:08+01:00;2023-08-16T07:00:00+02:00;2023-08-16T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077100;Annulée;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:41:02+01:00;2023-08-15T07:00:00+02:00;2023-08-15T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077099;Annulée;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:40:56+01:00;2023-08-14T07:00:00+02:00;2023-08-14T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077098;Annulée;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:40:51+01:00;2023-08-11T07:00:00+02:00;2023-08-11T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077097;Annulée;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:40:46+01:00;2023-08-10T07:00:00+02:00;2023-08-10T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077096;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:40:40+01:00;2023-08-16T07:00:00+02:00;2023-08-16T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077095;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:40:34+01:00;2023-08-15T07:00:00+02:00;2023-08-15T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077094;Inactive;Planifiée;Réservoir hydraulique;SISTERON;2;2022-03-10T12:40:28+01:00;2023-08-14T07:00:00+02:00;2023-08-14T17:00:00+02:00;Maintenance prévisionnelle;;240.0;100.58
05470_EDF_H_00077363;Active;Planifiée;Réservoir hydraulique;BATHIE 6;1;2022-03-10T11:02:28+01:00;2023-06-19T07:00:00+02:00;2023-06-30T17:00:00+02:00;Maintenance prévisionnelle;;100.0;0.0
05470_EDF_H_00077362;Active;Planifiée;Réservoir hydraulique;BATHIE 6;1;2022-03-10T11:02:12+01:00;2023-06-30T17:00:00+02:00;2023-07-07T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_H_00077360;Active;Planifiée;Réservoir hydraulique;BATHIE 5;1;2022-03-10T10:49:43+01:00;2023-08-21T07:00:00+02:00;2023-09-07T17:00:00+02:00;Maintenance prévisionnelle;;100.0;0.0
05470_EDF_H_00077359;Inactive;Planifiée;Réservoir hydraulique;BATHIE 5;1;2022-03-10T10:49:28+01:00;2023-09-07T17:00:00+02:00;2023-09-29T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_H_00077358;Inactive;Planifiée;Réservoir hydraulique;BATHIE 3;1;2022-03-10T10:49:21+01:00;2023-09-29T17:00:00+02:00;2023-10-20T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
